YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2021,9,23,98.51,2.85,4.32,2.25,2.07,243.06,4.63,7.32,2.91,4.41,244.5
2021,9,24,99.1,2.05,3.19,0.85,2.34,193.31,3.17,5.82,0.65,5.18,190.0
2021,9,25,99.62,4.67,5.77,3.27,2.49,50.44,6.35,6.86,5.59,1.27,51.19
2021,9,26,99.47,3.12,3.96,2.05,1.91,45.12,4.64,5.55,3.48,2.07,45.94
2021,9,27,99.1,4.03,5.61,2.73,2.88,143.12,5.91,6.52,5.13,1.38,143.75
2021,9,28,99.0,3.45,4.85,2.25,2.61,36.5,5.02,6.0,3.97,2.03,37.12
2021,9,29,98.84,2.52,3.34,1.86,1.48,167.75,3.68,4.84,2.41,2.43,153.44
2021,9,30,98.34,1.91,3.09,0.84,2.24,144.31,2.73,4.36,1.23,3.12,145.06
2021,10,1,97.37,9.73,15.45,3.13,12.31,156.44,12.77,18.97,5.27,13.7,143.19
2021,10,2,98.19,3.02,4.86,1.24,3.62,281.38,4.93,6.88,1.78,5.09,282.12
2021,10,3,99.58,2.82,3.89,1.3,2.59,192.0,4.16,6.33,1.85,4.48,191.94
2021,10,4,99.79,3.95,5.84,2.16,3.68,209.62,5.91,7.6,3.37,4.23,210.75
2021,10,5,99.3,2.83,3.73,0.9,2.83,227.0,4.65,7.15,1.12,6.03,228.94
2021,10,6,99.02,3.95,6.41,2.27,4.14,154.5,5.62,7.73,4.2,3.53,153.56
2021,10,7,99.26,2.62,4.09,1.7,2.39,126.62,4.16,7.43,1.92,5.51,128.38
2021,10,8,99.34,2.98,3.79,1.8,1.99,210.62,4.96,7.39,2.09,5.3,212.62
2021,10,9,99.75,3.63,6.13,1.8,4.33,117.5,5.21,7.59,2.95,4.65,118.06
2021,10,10,99.71,2.8,4.23,1.2,3.02,165.44,4.4,6.05,1.37,4.68,167.19
2021,10,11,99.12,3.83,5.67,1.0,4.67,220.56,5.83,6.91,1.47,5.45,221.56
2021,10,12,99.54,4.3,5.86,1.77,4.09,35.19,5.84,7.19,3.0,4.18,35.38
2021,10,13,99.48,4.07,5.16,3.0,2.16,80.81,5.33,5.92,4.8,1.11,81.12
2021,10,14,99.08,2.49,3.54,1.05,2.49,76.62,3.55,5.32,0.86,4.45,75.81
2021,10,15,98.82,1.77,3.75,0.52,3.23,207.94,2.42,4.86,0.72,4.13,209.88
2021,10,16,98.59,3.52,6.24,0.25,5.99,175.56,4.98,7.6,0.36,7.24,176.62
2021,10,17,98.59,5.77,9.38,1.98,7.41,145.56,8.1,11.52,3.79,7.73,130.38
2021,10,18,99.5,4.42,6.55,2.65,3.91,38.88,6.47,7.86,5.21,2.65,38.81
2021,10,19,98.85,3.3,4.88,2.05,2.83,206.19,4.53,6.52,3.12,3.39,191.94
2021,10,20,98.09,4.94,7.11,1.42,5.69,317.56,7.33,10.08,2.46,7.62,317.06
2021,10,21,98.84,3.12,5.05,0.97,4.09,174.5,4.93,9.31,0.53,8.78,173.06
2021,10,22,98.8,4.79,6.18,3.72,2.46,44.12,6.31,7.23,5.23,1.99,45.06
2021,10,23,99.2,5.2,7.82,3.3,4.52,342.62,8.03,9.88,5.87,4.0,342.25
2021,10,24,99.84,2.32,3.21,1.25,1.97,187.06,3.34,5.57,1.02,4.56,184.62
2021,10,25,99.63,4.15,6.77,1.7,5.08,116.44,5.75,8.98,2.36,6.62,103.44
2021,10,26,98.69,5.0,8.38,1.41,6.97,195.5,6.48,10.46,1.98,8.48,180.25
2021,10,27,98.92,1.85,2.62,0.92,1.7,119.31,2.57,4.1,0.84,3.27,121.06
2021,10,28,98.86,3.88,5.38,2.33,3.05,132.31,6.23,9.38,4.13,5.24,146.56
2021,10,29,99.28,4.95,8.9,2.12,6.78,79.31,7.34,11.0,3.08,7.92,64.44
2021,10,30,99.75,2.23,3.32,0.14,3.18,254.31,3.32,4.66,0.39,4.27,253.88
2021,10,31,99.68,1.72,4.15,0.12,4.02,220.62,2.55,5.78,0.16,5.62,222.62
2021,11,1,99.3,2.23,3.26,0.78,2.48,188.75,3.28,5.15,1.02,4.12,202.88
2021,11,2,98.81,3.25,4.45,1.77,2.68,153.81,4.83,6.25,2.7,3.55,153.69
2021,11,3,98.56,2.71,4.4,1.13,3.27,185.44,4.48,6.43,1.54,4.89,198.5
2021,11,4,98.7,2.46,4.73,0.57,4.16,241.94,3.68,5.57,0.8,4.76,240.62
2021,11,5,99.0,2.86,4.65,1.26,3.39,166.56,4.27,5.62,1.73,3.88,165.25
2021,11,6,99.34,2.76,3.45,2.11,1.34,38.19,4.3,5.62,3.38,2.23,38.75
2021,11,7,99.59,3.41,4.21,2.77,1.44,155.38,5.34,6.45,4.52,1.94,141.38
2021,11,8,99.38,3.45,5.54,2.12,3.42,92.0,5.12,6.68,3.48,3.2,64.62
2021,11,9,97.91,3.77,7.22,1.62,5.59,180.5,5.73,9.27,2.97,6.3,181.44
2021,11,10,97.55,4.97,8.55,1.34,7.22,250.25,7.51,10.88,2.3,8.57,252.06
2021,11,11,97.86,4.8,7.13,3.4,3.73,235.44,7.52,9.26,5.91,3.35,236.75
2021,11,12,98.25,4.38,8.12,2.68,5.44,250.56,6.63,10.31,4.0,6.31,251.5
2021,11,13,98.95,2.5,3.57,0.7,2.88,218.06,3.65,5.85,0.75,5.09,231.5
2021,11,14,98.92,3.55,5.41,2.62,2.79,252.69,5.41,6.73,3.71,3.02,253.25
2021,11,15,98.97,2.59,3.81,0.53,3.28,257.19,4.01,6.41,0.25,6.16,271.31
2021,11,16,99.15,3.23,4.41,2.24,2.17,156.06,5.05,6.24,4.12,2.12,140.88
2021,11,17,99.35,2.58,3.55,1.6,1.95,56.06,3.92,5.55,2.09,3.47,55.62
2021,11,18,99.11,1.67,3.1,0.2,2.91,255.75,2.58,5.57,0.21,5.36,257.06
2021,11,19,98.88,2.02,3.6,0.35,3.24,280.44,3.09,6.09,0.45,5.64,281.0
2021,11,20,99.1,3.43,4.92,2.15,2.78,148.06,5.23,6.35,3.29,3.06,148.12
2021,11,21,99.37,1.66,3.23,0.76,2.48,172.44,2.4,4.64,1.03,3.62,174.38
2021,11,22,98.01,4.4,9.08,1.66,7.42,197.38,6.55,13.24,2.79,10.45,198.62
2021,11,23,97.8,3.52,4.49,2.4,2.09,285.06,5.91,8.31,2.97,5.34,285.81
2021,11,24,98.19,4.72,7.09,2.33,4.77,255.19,7.4,10.44,3.36,7.08,257.25
2021,11,25,98.44,3.96,5.14,2.88,2.27,247.56,6.45,9.76,4.23,5.52,249.0
2021,11,26,98.7,2.52,4.18,0.7,3.48,269.0,4.0,8.02,1.04,6.98,270.69
2021,11,27,99.38,4.91,7.01,3.1,3.91,321.62,7.97,9.06,5.71,3.35,321.38
2021,11,28,100.17,4.32,6.62,2.85,3.77,283.44,6.92,8.17,4.58,3.59,283.31
2021,11,29,100.05,2.76,4.42,1.39,3.03,276.31,4.09,5.89,1.61,4.28,276.88
2021,11,30,99.3,4.3,7.45,2.1,5.34,230.62,6.65,10.98,3.19,7.79,230.94
2021,12,1,97.52,7.37,15.43,3.62,11.81,239.12,10.86,20.59,6.79,13.8,240.44
2021,12,2,98.67,3.08,4.47,0.16,4.31,245.94,5.06,7.58,0.27,7.31,255.56
2021,12,3,98.59,3.99,6.62,2.95,3.66,256.19,6.14,8.37,4.27,4.09,256.5
2021,12,4,98.5,3.95,5.53,2.56,2.97,287.62,6.2,8.3,4.55,3.76,288.5
2021,12,5,99.91,3.48,5.21,2.12,3.09,121.12,5.34,8.72,2.45,6.27,120.06
2021,12,6,100.07,3.24,4.22,2.46,1.75,288.75,4.97,6.52,3.48,3.03,259.75
2021,12,7,99.21,5.58,7.8,3.35,4.45,98.56,7.7,9.95,5.87,4.07,100.5
2021,12,8,99.15,8.6,10.58,5.68,4.91,322.81,11.4,13.27,9.3,3.97,264.62
2021,12,9,99.94,4.8,6.95,2.98,3.97,19.19,7.37,9.49,5.2,4.3,19.62
2021,12,10,99.72,2.16,3.33,0.77,2.55,121.19,3.17,5.13,1.02,4.11,119.31
2021,12,11,99.43,1.92,2.77,0.48,2.28,272.88,2.75,4.15,0.7,3.45,274.25
2021,12,12,98.67,3.69,6.02,1.31,4.7,252.12,5.85,9.41,1.84,7.58,252.81
2021,12,13,98.68,4.96,6.97,3.24,3.72,332.06,7.75,8.84,6.07,2.77,331.0
2021,12,14,99.25,1.44,3.1,0.33,2.77,148.81,2.07,5.46,0.26,5.2,162.5
2021,12,15,99.04,2.63,3.14,1.75,1.38,225.56,3.93,5.16,2.41,2.75,225.31
2021,12,16,99.01,2.58,4.39,1.23,3.16,249.81,4.11,8.09,1.45,6.64,249.75
2021,12,17,97.29,4.88,9.38,1.36,8.02,271.62,7.46,13.46,1.52,11.94,271.31
2021,12,18,98.53,5.15,8.12,2.16,5.96,319.88,7.64,11.42,3.33,8.1,319.06
2021,12,19,98.46,2.66,3.89,1.21,2.68,259.5,3.95,7.08,1.72,5.36,260.62
2021,12,20,98.77,2.34,3.19,1.35,1.83,261.5,3.32,4.32,1.74,2.59,261.88
2021,12,21,98.43,2.79,3.63,1.59,2.05,261.44,4.16,5.56,1.74,3.82,262.44
2021,12,22,98.61,4.59,6.19,3.41,2.77,280.06,7.01,8.34,5.45,2.9,294.06
2021,12,23,99.21,3.97,6.3,2.23,4.07,208.0,6.09,8.68,3.17,5.5,221.75
2021,12,24,98.84,2.37,3.23,1.65,1.59,248.94,3.59,5.78,2.21,3.56,250.44
2021,12,25,98.03,3.9,5.2,2.15,3.05,184.19,5.77,8.2,3.89,4.31,183.12
2021,12,26,98.45,4.39,6.82,2.77,4.05,315.19,6.82,8.51,5.12,3.38,313.56
2021,12,27,98.78,2.91,4.58,1.49,3.09,273.31,4.54,6.91,2.16,4.75,274.56
2021,12,28,99.26,3.55,5.34,1.96,3.38,225.81,5.61,7.21,2.95,4.26,269.12
2021,12,29,99.16,2.92,5.84,0.7,5.15,215.56,4.55,7.73,1.0,6.73,215.44
2021,12,30,97.97,4.6,8.26,1.88,6.38,255.31,7.17,10.78,3.12,7.66,256.44
2021,12,31,98.29,3.5,6.73,1.27,5.46,297.81,5.51,8.41,2.28,6.13,295.19
